,index,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,Deposit,Predict Proba
1762,25190,44,management,single,university.degree,no,yes,no,cellular,nov,tue,120,2,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,0.24884964453545522
1763,3398,49,admin.,married,high.school,no,no,no,telephone,may,thu,157,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.21300942661164038
1764,5192,36,blue-collar,married,basic.9y,no,yes,yes,telephone,may,fri,95,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.1789146460662814
1765,33794,29,admin.,married,university.degree,no,no,no,cellular,may,wed,101,5,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,0.30644077329923386
1766,27690,26,student,single,basic.9y,no,yes,no,cellular,mar,mon,712,4,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,1,0.8090744596655862
1767,25952,36,admin.,single,university.degree,no,no,no,cellular,nov,wed,337,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1,0.34967316747761135
1768,27112,42,admin.,married,university.degree,no,no,no,cellular,nov,fri,501,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0.3093555778610532
1769,23114,32,admin.,married,university.degree,no,yes,no,telephone,aug,tue,66,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.34330400280637113
1770,35257,49,management,married,university.degree,no,no,no,cellular,may,fri,20,6,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.32677477404424554
1771,33531,31,services,single,high.school,no,yes,no,cellular,may,tue,398,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,0.4329938474121465
1772,15970,43,admin.,married,high.school,no,yes,no,cellular,jul,mon,24,28,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.054591440148728375
1773,10356,28,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,273,5,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,0.24133335095249275
1774,18379,32,blue-collar,single,high.school,no,yes,no,cellular,jul,thu,110,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.3522645660162257
1775,20314,33,housemaid,married,high.school,no,yes,no,cellular,aug,mon,101,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.2575342839930778
1776,14959,38,management,single,university.degree,no,no,no,telephone,jul,wed,284,8,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.3196088136707632
1777,9754,41,blue-collar,married,high.school,no,yes,yes,telephone,jun,mon,116,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.21492646038185192
1778,24188,43,services,married,basic.4y,no,no,no,cellular,nov,mon,75,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,0.16960267617601474
1779,30045,52,blue-collar,married,basic.4y,no,yes,no,cellular,apr,wed,229,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.5392979753919094
1780,30290,48,technician,divorced,university.degree,no,yes,yes,cellular,apr,thu,173,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,0.7642709095959698
1781,30160,45,management,married,university.degree,no,yes,no,cellular,apr,thu,220,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,0.741092763757701
1782,36560,69,entrepreneur,married,high.school,no,no,no,cellular,jun,wed,144,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.8706276935806248
1783,19739,47,technician,married,high.school,no,yes,no,cellular,aug,fri,152,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.3277573706015857
1784,37626,18,student,single,basic.6y,no,yes,no,cellular,aug,mon,628,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,0,0.8052488821101756
1785,26724,29,self-employed,single,high.school,no,yes,yes,cellular,nov,thu,337,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.3188035037785735
1786,33072,28,services,single,high.school,no,no,no,cellular,may,tue,48,3,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0,0.33322826151507945
1787,33456,41,blue-collar,married,basic.6y,no,no,yes,cellular,may,tue,178,3,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0,0.3094520612818833
1788,35432,45,blue-collar,single,high.school,no,yes,no,cellular,may,mon,8,7,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,0.20497176635858094
1789,32204,49,blue-collar,married,basic.4y,no,yes,no,cellular,may,fri,86,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0,0.27550926928687397
1790,791,44,management,single,university.degree,no,yes,yes,telephone,may,wed,91,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.21522675787221568
1791,8215,38,services,married,high.school,no,no,yes,telephone,jun,tue,135,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.2540574838414554
1792,3161,33,services,divorced,high.school,no,yes,no,telephone,may,thu,109,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.22977405677976148
1793,12618,25,blue-collar,single,high.school,no,no,no,cellular,jul,mon,234,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.37804448191210976
1794,5671,43,management,married,professional.course,no,yes,no,telephone,may,mon,134,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.18518325101593056
1795,7876,40,services,single,high.school,no,yes,no,telephone,jun,mon,89,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.24325550665696258
1796,33930,27,admin.,married,high.school,no,yes,yes,cellular,may,wed,77,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0.4367281306888877
1797,16809,33,technician,single,high.school,no,yes,no,cellular,jul,thu,209,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.36186346139354053
1798,28123,50,management,divorced,university.degree,no,no,no,telephone,apr,mon,475,6,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,1,0.28871659520382975
1799,3473,59,admin.,married,high.school,no,yes,yes,telephone,may,thu,118,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.18061800009695483
1800,21171,33,management,married,high.school,no,yes,no,telephone,aug,mon,71,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.2964105529048055
1801,35194,60,admin.,divorced,high.school,no,yes,no,cellular,may,fri,83,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,0.5455227391388328
1802,15755,30,admin.,single,high.school,no,no,yes,cellular,jul,mon,101,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.36334361858601705
1803,39176,66,retired,divorced,basic.4y,no,yes,no,cellular,mar,thu,141,4,999,2,failure,-1.8,93.369,-34.8,0.654,5008.7,0,0.8537964333070661
1804,23763,38,technician,divorced,professional.course,no,no,no,cellular,aug,thu,7,8,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,0.26439969909592875
1805,39384,27,admin.,single,university.degree,no,no,no,cellular,mar,tue,238,4,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,1,0.8156008525558738
1806,4445,35,blue-collar,divorced,basic.9y,no,no,yes,telephone,may,tue,131,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.2002012332668358
1807,32124,36,services,single,high.school,no,no,no,cellular,may,fri,7,5,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,0.39328065408193563
1808,21800,58,services,married,high.school,no,no,no,cellular,aug,wed,153,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.3174467560643199
1809,724,38,services,married,high.school,no,yes,no,telephone,may,tue,106,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.1780132154234824
1810,9726,39,admin.,single,university.degree,no,yes,no,telephone,jun,mon,436,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.23713296956970414
1811,24119,35,technician,single,professional.course,no,yes,no,telephone,nov,fri,160,1,999,0,nonexistent,-0.1,93.2,-42.0,4.223,5195.8,1,0.5290414533033889
1812,21074,54,self-employed,married,high.school,no,no,no,cellular,aug,thu,89,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.2776870159777737
1813,19538,52,management,married,university.degree,no,yes,yes,cellular,aug,thu,118,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.24298346732969583
1814,4486,41,technician,married,professional.course,no,no,no,telephone,may,tue,148,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.1897147775710031
1815,3115,28,services,married,basic.9y,no,no,no,telephone,may,thu,71,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.2329264096075188
1816,38873,42,management,married,university.degree,no,yes,no,cellular,nov,mon,104,3,999,1,failure,-3.4,92.649,-30.1,0.714,5017.5,0,0.7817121586704984
1817,27329,54,admin.,married,university.degree,no,no,no,cellular,nov,fri,298,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0.3093555778610532
1818,3724,41,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,471,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.21796488532134803
1819,16391,31,admin.,single,high.school,no,yes,no,cellular,jul,wed,926,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.4023847332443229
1820,5751,31,admin.,single,university.degree,no,no,yes,telephone,may,mon,177,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.2122696339080922
1821,15490,42,admin.,married,university.degree,no,yes,no,cellular,jul,fri,146,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.3443190806312764
1822,28001,56,entrepreneur,divorced,university.degree,no,no,no,cellular,apr,wed,121,2,999,1,failure,-1.8,93.075,-47.1,1.498,5099.1,0,0.5629605261681208
1823,16769,41,technician,single,university.degree,no,no,no,cellular,jul,thu,186,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.34508267864418773
1824,14618,39,admin.,divorced,high.school,no,yes,no,cellular,jul,tue,514,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1,0.35620746891026966
1825,18037,46,admin.,married,university.degree,no,yes,yes,cellular,jul,wed,129,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.36689893695107767
1826,19123,37,admin.,married,university.degree,no,no,no,cellular,aug,tue,85,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.3428443576708933
1827,25009,35,management,single,high.school,no,yes,no,cellular,nov,tue,52,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,0.2350316832369369
1828,20185,44,management,married,university.degree,no,yes,no,cellular,aug,mon,389,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.26547120070898705
1829,11078,56,retired,married,basic.4y,no,no,no,telephone,jun,wed,375,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,0.2666414233415832
1830,40887,31,admin.,single,university.degree,no,yes,no,telephone,oct,fri,118,1,999,0,nonexistent,-1.1,94.601,-49.5,0.972,4963.6,0,0.7338187966211726
1831,36405,34,technician,married,university.degree,no,no,no,cellular,jun,tue,116,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0,0.8239703504453131
1832,14684,32,technician,single,professional.course,no,no,no,cellular,jul,tue,769,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1,0.3951416518770329
1833,35666,58,management,married,university.degree,no,no,no,cellular,may,mon,182,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,0.5548948227053516
1834,38915,57,retired,married,basic.4y,no,yes,no,cellular,nov,wed,295,1,3,2,success,-3.4,92.649,-30.1,0.716,5017.5,0,0.9339718287304972
1835,10209,32,self-employed,divorced,university.degree,no,no,no,telephone,jun,mon,559,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,0.2504417452522162
1836,33953,39,technician,single,professional.course,no,no,no,cellular,may,wed,143,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,0.35889688044337326
1837,40354,31,admin.,single,university.degree,no,no,no,cellular,aug,tue,172,3,999,0,nonexistent,-1.7,94.027,-38.3,0.899,4991.6,0,0.8530782840075357
1838,26737,46,management,married,university.degree,no,yes,no,cellular,nov,thu,205,6,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.2893859616840433
1839,27036,49,management,married,university.degree,no,no,no,cellular,nov,fri,65,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0.3093555778610532
1840,11663,39,services,married,high.school,no,no,no,telephone,jun,fri,32,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.24210816993122986
1841,8488,36,admin.,single,high.school,no,yes,no,telephone,jun,tue,281,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.26316725805288105
1842,4311,36,admin.,married,university.degree,no,yes,no,telephone,may,tue,265,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.18914652790040126
1843,13764,28,services,single,university.degree,no,no,no,cellular,jul,thu,363,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.3808510512544954
1844,22608,35,management,married,university.degree,no,no,yes,cellular,aug,fri,10,9,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.30851958692415044
1845,6804,43,entrepreneur,married,university.degree,no,no,yes,telephone,may,wed,363,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.1974425255723765
1846,16654,42,self-employed,married,university.degree,no,no,no,cellular,jul,wed,673,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.38225669055226796
1847,34782,44,technician,married,professional.course,no,yes,yes,cellular,may,thu,292,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.49173869398761444
1848,5403,54,services,single,high.school,no,no,no,telephone,may,fri,85,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.19426224073189458
1849,13302,36,technician,married,professional.course,no,yes,no,cellular,jul,wed,167,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.37943083911879366
1850,5035,53,unemployed,married,basic.4y,no,yes,no,telephone,may,wed,339,10,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.18621280662105194
1851,25707,44,admin.,single,university.degree,no,yes,no,cellular,nov,wed,132,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.34336698700913465
1852,30245,47,admin.,married,university.degree,no,yes,no,cellular,apr,thu,53,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,0,0.6442267226786342
1853,35258,32,technician,single,professional.course,no,yes,no,cellular,may,fri,152,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.427636455317358
1854,11662,42,technician,married,university.degree,no,no,no,telephone,jun,fri,4,20,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.09376642260426057
1855,31335,44,blue-collar,married,basic.6y,no,no,no,cellular,may,wed,288,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0,0.31716229649199323
1856,12625,52,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,228,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.31908135696049145
1857,26364,31,technician,single,professional.course,no,yes,no,cellular,nov,thu,155,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.326121597036114
1858,15358,32,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,316,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.41469124851508354
1859,19685,45,admin.,married,basic.9y,no,no,no,cellular,aug,thu,524,5,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.27625978502271753
1860,27759,34,technician,single,professional.course,no,no,no,cellular,mar,fri,229,1,999,0,nonexistent,-1.8,92.843,-50.0,1.726,5099.1,1,0.8411312045315258
1861,15341,27,admin.,married,university.degree,no,no,no,cellular,jul,fri,146,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.3949138622788468
1862,4968,55,technician,married,basic.6y,no,yes,no,telephone,may,wed,85,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.21516053802962506
1863,35137,36,technician,divorced,professional.course,no,no,no,cellular,may,fri,327,3,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,0.5030526840802487
1864,18612,45,management,married,university.degree,no,yes,no,cellular,jul,thu,391,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.28964182209042266
1865,12449,39,technician,married,basic.9y,no,no,no,cellular,jul,mon,62,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.328500151257568
1866,26543,33,blue-collar,married,basic.9y,no,no,yes,cellular,nov,thu,200,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.3063606233945742
1867,2272,35,blue-collar,married,basic.6y,no,no,no,telephone,may,tue,147,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.20436822402746327
1868,245,33,services,divorced,basic.9y,no,no,no,telephone,may,mon,181,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.19130890242407714
1869,32904,32,entrepreneur,married,high.school,no,yes,no,cellular,may,mon,101,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0,0.3026477774324541
1870,14910,43,technician,single,professional.course,no,no,no,telephone,jul,wed,87,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.2796373717847712
1871,28054,28,blue-collar,single,high.school,no,yes,no,cellular,apr,thu,329,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,1,0.6213426185631654
1872,36214,26,technician,single,university.degree,no,yes,no,cellular,may,thu,174,4,2,1,success,-1.8,92.893,-46.2,1.27,5099.1,1,0.8007187697701251
1873,21561,54,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,146,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.276541049681225
1874,16072,35,services,single,high.school,no,yes,no,cellular,jul,tue,150,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.36152771792894794
1875,4433,38,admin.,married,basic.9y,no,yes,no,telephone,may,tue,150,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.1789146460662814
1876,18621,25,admin.,single,basic.9y,no,no,no,cellular,jul,thu,198,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.37520612161779426
1877,8719,40,technician,married,professional.course,no,no,no,telephone,jun,wed,389,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.25148841958776313
1878,7875,32,blue-collar,single,basic.4y,no,yes,yes,telephone,jun,mon,156,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.2194169142200048
1879,14296,26,blue-collar,single,high.school,no,no,no,cellular,jul,mon,124,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.3727772177966715
1880,20088,50,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,82,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.2552644196030334
1881,12555,33,management,married,university.degree,no,yes,no,cellular,jul,mon,199,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.31720736247075615
1882,9785,26,blue-collar,married,high.school,no,yes,no,telephone,jun,wed,126,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.2476597544689893
1883,16785,59,technician,married,university.degree,no,no,yes,cellular,jul,thu,459,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.5035148710419075
1884,10333,51,management,married,basic.4y,no,yes,no,telephone,jun,mon,124,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,0.21307228346092055
1885,36252,47,management,married,university.degree,no,no,no,cellular,jun,mon,210,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,0,0.7851871035014958
1886,8945,52,management,divorced,university.degree,no,no,no,telephone,jun,thu,20,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,0.2582304931040198
1887,21875,57,blue-collar,married,basic.4y,no,yes,no,cellular,aug,wed,89,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.2938085214942026
1888,35556,41,admin.,single,high.school,no,no,no,cellular,may,mon,18,4,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,0.4825152851016679
1889,35371,34,blue-collar,single,basic.6y,no,yes,no,cellular,may,fri,415,4,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,1,0.5048286350153495
1890,18141,51,technician,married,professional.course,no,yes,no,cellular,jul,wed,69,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.3620680389997471
1891,19594,29,services,single,professional.course,no,yes,yes,cellular,aug,thu,99,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.33139324855051105
1892,35461,45,blue-collar,single,high.school,no,yes,no,cellular,may,mon,98,2,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,0.4843715145771052
1893,15903,37,admin.,single,high.school,no,yes,no,cellular,jul,mon,87,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.33783415368857483
1894,14790,34,blue-collar,single,basic.6y,no,yes,yes,cellular,jul,wed,195,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.43352484678647824
1895,26734,31,technician,married,high.school,no,yes,yes,cellular,nov,thu,435,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.3121326278404972
1896,18935,49,admin.,married,high.school,no,no,no,cellular,aug,mon,144,3,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,0.31081596849520055
1897,5313,43,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,469,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.1639236258849759
1898,17597,36,technician,divorced,university.degree,no,no,yes,cellular,jul,mon,127,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.3324973328536514
1899,23941,59,retired,married,basic.4y,no,yes,no,telephone,aug,fri,162,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.3503830773612535
1900,2330,38,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,2231,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1,0.1923438662505184
1901,14685,45,blue-collar,single,basic.4y,no,yes,no,cellular,jul,tue,115,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.32648179534514427
1902,116,52,admin.,divorced,university.degree,no,no,no,telephone,may,mon,247,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.207129564960013
1903,2582,34,management,married,university.degree,no,yes,no,telephone,may,tue,230,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.19440155092405392
1904,25766,46,management,married,high.school,no,yes,no,cellular,nov,wed,248,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0,0.24243368791417524
1905,1158,39,self-employed,married,high.school,no,yes,no,telephone,may,thu,175,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.17692119972084155
1906,21047,51,blue-collar,married,basic.9y,no,yes,yes,cellular,aug,thu,129,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.2647300916232926
1907,40876,26,admin.,single,university.degree,no,no,no,telephone,oct,wed,541,1,999,2,failure,-1.1,94.601,-49.5,0.959,4963.6,0,0.7234727853704112
1908,25866,50,housemaid,divorced,high.school,no,no,no,cellular,nov,wed,136,2,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0,0.2545108835295426
1909,6523,32,technician,single,university.degree,no,no,no,telephone,may,wed,141,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.22817771255161207
1910,3840,49,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,283,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.21796488532134803
1911,37062,43,admin.,divorced,university.degree,no,no,no,cellular,jul,wed,281,1,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,0,0.8185097737574429
1912,12299,32,blue-collar,married,basic.6y,no,no,yes,telephone,jul,fri,191,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0,0.2934118876922544
1913,39975,76,retired,married,professional.course,no,yes,no,cellular,jun,tue,295,1,9,2,success,-1.7,94.055,-39.8,0.761,4991.6,1,0.9657827600796585
1914,25175,57,blue-collar,married,professional.course,no,no,no,cellular,nov,tue,244,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.3206520677165155
1915,1291,45,blue-collar,married,basic.4y,no,no,yes,telephone,may,thu,111,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.18230137594920898
1916,30017,23,admin.,single,university.degree,no,no,no,cellular,apr,wed,341,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.7212578678192219
1917,15649,32,admin.,single,high.school,no,no,yes,cellular,jul,mon,169,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.36334361858601705
1918,37801,54,retired,married,professional.course,no,no,no,cellular,aug,tue,95,2,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2,1,0.7883825131019966
1919,9821,48,services,married,high.school,no,yes,no,telephone,jun,wed,327,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.2385748151012381
1920,166,38,services,married,high.school,no,yes,yes,telephone,may,mon,506,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.17596404718257327
1921,26925,42,technician,married,university.degree,no,no,no,telephone,nov,thu,172,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.2451099002179981
1922,11789,58,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,180,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.2570672071825237
1923,38944,77,retired,divorced,basic.4y,no,no,no,cellular,nov,fri,90,2,999,0,nonexistent,-3.4,92.649,-30.1,0.718,5017.5,0,0.8360326801766788
1924,17343,51,technician,married,basic.9y,no,yes,yes,cellular,jul,mon,33,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.3334918904783141
1925,15697,54,blue-collar,married,basic.4y,no,yes,yes,cellular,jul,mon,191,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.31183317892238877
1926,24995,50,entrepreneur,married,basic.9y,no,no,no,cellular,nov,tue,59,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.3007400739092161
1927,7984,37,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,430,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.23853378478798362
1928,5640,41,admin.,married,high.school,no,no,yes,telephone,may,mon,863,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.18522595786964696
1929,13147,44,blue-collar,married,basic.4y,no,yes,no,cellular,jul,wed,128,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.3546754841056159
