,index,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,Deposit,Proba guess
2465,12408,43,management,married,high.school,no,no,yes,cellular,jul,mon,86,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.7122448043972556
2466,11687,30,admin.,divorced,high.school,no,yes,no,telephone,jun,fri,9,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.08813516392543386
2467,3434,54,admin.,married,high.school,no,yes,yes,telephone,may,thu,171,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.8660774293737196
2468,37857,34,technician,married,university.degree,no,yes,no,cellular,aug,fri,94,3,999,0,nonexistent,-2.9,92.201,-31.4,0.825,5076.2,0,0.8634484403326346
2469,18282,38,admin.,married,high.school,no,no,yes,cellular,jul,wed,311,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.7084507915153727
2470,20933,41,technician,single,university.degree,no,yes,no,cellular,aug,thu,127,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.4864245738076861
2471,3132,35,blue-collar,single,high.school,no,no,no,telephone,may,thu,104,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.6991465654129165
2472,21936,39,admin.,single,university.degree,no,yes,no,cellular,aug,wed,413,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.3949870601017651
2473,24703,43,admin.,married,university.degree,no,yes,no,cellular,nov,mon,414,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.7974959842933487
2474,872,40,blue-collar,married,high.school,no,yes,no,telephone,may,wed,285,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.7864170822798477
2475,7634,59,blue-collar,divorced,basic.4y,no,no,no,telephone,may,fri,167,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0.15552858387362167
2476,1989,49,blue-collar,married,professional.course,no,no,no,telephone,may,mon,144,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3178175503505978
2477,13300,40,admin.,married,high.school,no,no,yes,telephone,jul,wed,31,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.34398317678599033
2478,38228,42,management,divorced,high.school,no,no,no,cellular,oct,thu,78,1,999,0,nonexistent,-3.4,92.431,-26.9,0.741,5017.5,0,0.3641702986535258
2479,28433,48,blue-collar,married,basic.4y,no,yes,no,cellular,apr,thu,627,2,5,3,failure,-1.8,93.075,-47.1,1.435,5099.1,0,0.5666455566878987
2480,24368,37,services,married,basic.6y,no,yes,no,cellular,nov,mon,372,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.041687442520287776
2481,37018,50,admin.,married,high.school,no,yes,no,cellular,jul,tue,98,2,999,1,failure,-2.9,92.469,-33.6,1.044,5076.2,0,0.6599697189638991
2482,11853,33,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,12,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.20163175905663433
2483,25472,32,blue-collar,married,high.school,no,yes,no,cellular,nov,wed,104,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.4164625561731081
2484,25760,29,blue-collar,single,basic.9y,no,no,no,cellular,nov,wed,161,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.4508926565007
2485,34855,29,technician,single,university.degree,no,no,no,telephone,may,fri,12,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.3487267695476459
2486,37284,19,student,single,basic.9y,no,no,no,cellular,aug,mon,120,1,3,1,success,-2.9,92.201,-31.4,0.884,5076.2,0,0.38328031012801256
2487,21164,47,admin.,married,university.degree,no,no,yes,cellular,aug,mon,94,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.18030606084775935
2488,28,54,technician,single,university.degree,no,no,no,telephone,may,mon,255,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0681300573940744
2489,22544,53,admin.,married,basic.4y,no,no,no,cellular,aug,fri,91,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.5512566489358516
2490,24793,35,admin.,married,high.school,no,yes,no,cellular,nov,tue,114,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.5958669456166511
2491,37298,21,admin.,single,university.degree,no,yes,no,cellular,aug,mon,89,2,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,0,0.1454997892217088
2492,18774,48,technician,married,professional.course,no,yes,no,cellular,jul,thu,5,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.23094170832212413
2493,7294,39,blue-collar,married,basic.4y,no,yes,yes,telephone,may,thu,81,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.2863771315373824
2494,18793,33,technician,married,university.degree,no,yes,no,cellular,jul,thu,52,7,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.8307513669044257
2495,7052,38,services,married,high.school,no,yes,no,telephone,may,thu,896,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.15342094116241234
2496,4015,59,retired,married,basic.9y,no,no,no,telephone,may,mon,211,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.5521388075534814
2497,10577,32,unemployed,single,high.school,no,no,no,telephone,jun,tue,34,11,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.5681397176921924
2498,20037,44,blue-collar,married,basic.6y,no,no,no,cellular,aug,mon,67,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.3434200931086723
2499,40929,20,student,single,professional.course,no,yes,yes,cellular,oct,tue,187,1,3,4,success,-1.1,94.601,-49.5,0.982,4963.6,1,0.3506171893069536
2500,20222,53,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,182,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.9591120175192023
2501,18629,36,technician,single,professional.course,no,no,no,cellular,jul,thu,111,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.5533439494595207
2502,31579,39,admin.,single,university.degree,no,no,no,cellular,may,thu,189,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0.6527312009009547
2503,1867,34,admin.,married,university.degree,no,yes,no,telephone,may,fri,154,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.4907401164444133
2504,34037,35,entrepreneur,married,university.degree,no,yes,no,cellular,may,wed,204,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0.6466499816717906
2505,13025,33,blue-collar,single,basic.9y,no,no,no,telephone,jul,tue,116,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.605250785507062
2506,35568,27,services,single,university.degree,no,yes,yes,cellular,may,mon,33,5,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,0.14517329292009562
2507,19485,39,technician,married,professional.course,no,yes,no,cellular,aug,thu,253,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.3346805328845932
2508,23616,42,housemaid,married,university.degree,no,yes,yes,cellular,aug,thu,2372,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,1,0.46043399345893343
2509,3151,44,blue-collar,single,basic.4y,no,yes,no,telephone,may,thu,113,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.12782166160638486
2510,34182,39,services,married,high.school,no,no,no,cellular,may,wed,383,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0.3630733236044982
2511,16045,33,services,single,high.school,no,yes,no,cellular,jul,tue,714,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1,0.22814163429292222
2512,2022,37,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,59,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.847502602270402
2513,24574,42,housemaid,married,university.degree,no,no,no,cellular,nov,mon,90,4,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,0.34147408002129864
2514,40393,71,blue-collar,divorced,basic.4y,no,no,no,cellular,aug,thu,224,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,0,0.2267893206662649
2515,19143,44,technician,divorced,university.degree,no,no,no,cellular,aug,tue,117,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.4081814028522822
2516,480,37,technician,single,high.school,no,no,yes,telephone,may,tue,264,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.6830640476222469
2517,9392,36,blue-collar,married,high.school,no,no,yes,telephone,jun,fri,164,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.06562199896142484
2518,11029,50,management,married,university.degree,no,no,no,telephone,jun,wed,242,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,0.18072921360298977
2519,20330,33,admin.,single,university.degree,no,yes,no,cellular,aug,mon,566,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.6943069389237286
2520,33110,45,admin.,single,high.school,no,no,no,cellular,may,tue,7,12,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,0.7522566048040932
2521,13867,34,services,divorced,basic.9y,no,no,no,cellular,jul,fri,684,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.6177542796100679
2522,25139,37,admin.,married,university.degree,no,no,no,cellular,nov,tue,475,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.8791985605365955
2523,25691,36,admin.,single,university.degree,no,no,no,cellular,nov,wed,149,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.16880019007759361
2524,26707,35,admin.,single,university.degree,no,yes,no,cellular,nov,thu,633,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.7035477322014285
2525,11170,42,blue-collar,single,basic.6y,no,no,no,telephone,jun,thu,59,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.9172601590800086
2526,22488,31,technician,single,professional.course,no,yes,yes,cellular,aug,fri,73,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.1507396591030582
2527,32994,54,blue-collar,divorced,basic.9y,no,no,no,cellular,may,mon,152,2,10,1,success,-1.8,92.893,-46.2,1.299,5099.1,0,0.24376397739618116
2528,20546,31,housemaid,married,basic.4y,no,no,no,cellular,aug,tue,145,8,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.5466845720908042
2529,12419,44,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,139,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.3441193369759975
2530,28611,37,admin.,married,university.degree,no,yes,no,cellular,apr,wed,142,5,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,0,0.6906390807823941
2531,11604,40,admin.,married,high.school,no,no,no,telephone,jun,fri,9,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.05756761842510749
2532,40960,37,admin.,single,high.school,no,no,no,cellular,oct,thu,509,1,999,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,1,0.1607641423234598
2533,30032,25,admin.,single,high.school,no,yes,no,cellular,apr,wed,416,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.7162383064796215
2534,18460,32,technician,single,professional.course,no,no,no,cellular,jul,thu,167,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.9706186984339439
2535,6974,45,services,divorced,high.school,no,yes,no,telephone,may,thu,561,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.9295503765123406
2536,10724,40,services,married,basic.6y,no,no,yes,telephone,jun,tue,39,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.9010669934228137
2537,17605,58,admin.,married,university.degree,no,no,no,cellular,jul,mon,257,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.12774331390359328
2538,14285,54,blue-collar,single,high.school,no,no,no,cellular,jul,mon,111,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.14592891807160346
2539,21444,35,admin.,married,university.degree,no,yes,no,cellular,aug,tue,344,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.07226475681487265
2540,17063,50,technician,married,university.degree,no,no,no,telephone,jul,fri,78,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.5425402331447909
2541,38440,24,admin.,single,university.degree,no,yes,yes,telephone,oct,thu,97,1,999,0,nonexistent,-3.4,92.431,-26.9,0.733,5017.5,1,0.8824861729023715
2542,27216,46,management,married,basic.9y,no,yes,no,cellular,nov,fri,996,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0.5317919000668885
2543,34703,42,technician,married,professional.course,no,yes,no,cellular,may,thu,196,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.7817152853959399
2544,32893,30,blue-collar,married,basic.6y,no,yes,no,cellular,may,mon,77,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0,0.18845378691126158
2545,3285,38,blue-collar,single,basic.6y,no,yes,no,telephone,may,thu,50,7,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.863111260166335
2546,11235,52,retired,divorced,basic.4y,no,yes,yes,telephone,jun,thu,26,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.18742477072535146
2547,37138,34,technician,single,professional.course,no,yes,no,cellular,aug,tue,251,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,0.054764126066523255
2548,38083,53,technician,married,professional.course,no,no,no,cellular,sep,tue,103,1,999,1,failure,-3.4,92.379,-29.8,0.77,5017.5,0,0.4214910104280981
2549,29600,48,services,single,basic.9y,no,yes,no,cellular,apr,mon,16,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.5551044300084385
2550,6531,34,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,1479,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0.9707420095213946
2551,4526,50,blue-collar,married,basic.6y,no,no,no,telephone,may,tue,1446,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.09175383344119148
2552,25820,40,technician,married,basic.9y,no,no,no,cellular,nov,wed,59,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.27391809322955496
2553,24095,46,technician,married,professional.course,no,no,no,telephone,nov,mon,98,1,999,0,nonexistent,-0.1,93.2,-42.0,4.406,5195.8,0,0.10510706908204948
2554,28040,28,technician,single,professional.course,no,yes,no,cellular,apr,thu,824,1,999,2,failure,-1.8,93.075,-47.1,1.483,5099.1,0,0.3904396367376164
2555,3379,32,services,single,professional.course,no,yes,no,telephone,may,thu,561,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.2890110831877697
2556,21761,51,blue-collar,married,basic.4y,no,no,no,telephone,aug,tue,480,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.5133003494679066
2557,3957,51,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,289,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.348256681750747
2558,24078,25,management,married,university.degree,no,yes,no,telephone,nov,wed,268,1,999,0,nonexistent,-0.1,93.2,-42.0,4.663,5195.8,1,0.928228018250101
2559,8082,33,services,married,high.school,no,yes,no,telephone,jun,mon,393,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.7899477963830404
2560,14465,42,technician,married,basic.9y,no,no,no,cellular,jul,tue,723,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1,0.8610113686139755
2561,33701,35,technician,married,professional.course,no,yes,no,telephone,may,wed,67,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,0.12950094594289585
2562,702,38,self-employed,divorced,basic.9y,no,yes,no,telephone,may,tue,95,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.5750701669887139
2563,8648,25,admin.,single,university.degree,no,no,no,telephone,jun,wed,188,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.21478253588485874
2564,28338,40,admin.,divorced,university.degree,no,no,no,cellular,apr,wed,143,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,1,0.868238571440889
2565,3165,38,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,241,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.015019421753424078
2566,5491,42,admin.,married,university.degree,no,no,no,telephone,may,mon,336,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.10574421513005217
2567,36487,58,blue-collar,married,basic.4y,no,yes,no,cellular,jun,wed,110,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.3760570755473156
2568,30039,61,retired,married,basic.4y,no,yes,no,cellular,apr,wed,245,4,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,1,0.4020939060931935
2569,24999,50,entrepreneur,married,basic.9y,no,no,no,telephone,nov,tue,2,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.2772200829786826
2570,28490,28,blue-collar,single,university.degree,no,yes,no,cellular,apr,tue,49,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,0.09606299875993918
2571,9423,44,admin.,divorced,university.degree,no,yes,no,telephone,jun,fri,25,6,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.11873040511259358
2572,14362,23,blue-collar,single,high.school,no,yes,no,cellular,jul,mon,150,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.3179447538473339
2573,25099,51,blue-collar,married,basic.4y,no,no,no,cellular,nov,tue,103,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.9507928340777205
2574,20881,32,technician,married,professional.course,no,yes,no,cellular,aug,thu,154,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.20740656481932396
2575,35874,57,admin.,married,university.degree,no,yes,no,cellular,may,fri,554,2,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,1,0.7472803210592225
2576,8835,58,housemaid,married,basic.4y,no,yes,no,telephone,jun,thu,190,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,0.25818866400748397
2577,27631,46,admin.,divorced,university.degree,no,no,no,telephone,nov,fri,11,7,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0.03724025561078481
2578,4920,52,services,married,high.school,no,no,no,telephone,may,wed,91,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.01605220916706207
2579,11114,30,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,348,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.15270593118117648
2580,26959,29,self-employed,married,university.degree,no,no,no,cellular,nov,thu,157,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.46208419299774217
2581,5351,37,admin.,single,high.school,no,yes,yes,telephone,may,fri,123,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.7559010975378051
2582,6765,28,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,259,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.7288149319451539
2583,33974,33,management,married,basic.9y,no,yes,yes,cellular,may,wed,168,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0.3523894424830367
2584,7647,33,self-employed,single,basic.4y,no,yes,no,telephone,may,fri,742,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0.4791392787629136
2585,18010,45,technician,married,professional.course,no,no,no,cellular,jul,wed,158,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.8140737533756652
2586,12543,29,technician,married,professional.course,no,yes,no,cellular,jul,mon,111,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.8384029063789791
2587,28605,33,admin.,single,university.degree,no,yes,yes,telephone,apr,wed,117,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,0,0.3199167004179855
2588,2766,38,services,married,high.school,no,no,no,telephone,may,wed,483,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.004265018407107135
2589,2416,37,services,married,high.school,no,yes,no,telephone,may,tue,76,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.046930843226232644
2590,22310,32,technician,married,professional.course,no,no,no,cellular,aug,thu,68,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.7378073776039841
2591,20017,43,admin.,married,university.degree,no,no,no,cellular,aug,fri,170,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.27263228107250803
2592,21747,29,services,married,professional.course,no,no,no,cellular,aug,tue,836,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.4814858121866522
2593,14379,44,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,46,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.1920312660311443
2594,36742,27,admin.,single,university.degree,no,no,no,cellular,jun,mon,138,3,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,1,0.8471129160821944
2595,28860,45,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,263,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,0.5033776096365531
2596,25808,38,technician,married,professional.course,no,yes,no,cellular,nov,wed,227,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.5271601757222614
2597,22604,34,admin.,divorced,high.school,no,no,no,cellular,aug,fri,50,15,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.28807958808575485
2598,28285,27,technician,single,basic.9y,no,no,yes,cellular,apr,wed,335,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,0.5119992306639229
2599,29410,28,entrepreneur,married,university.degree,no,no,no,cellular,apr,mon,774,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.0019636453825200295
2600,15232,50,blue-collar,married,high.school,no,yes,no,cellular,jul,thu,125,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,0.27729504034321006
2601,40581,44,blue-collar,married,basic.6y,no,yes,no,telephone,sep,thu,10,1,999,0,nonexistent,-1.1,94.199,-37.5,0.884,4963.6,0,0.34876298353843593
2602,17020,54,retired,single,high.school,no,yes,no,cellular,jul,thu,577,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.283950886289036
2603,3290,47,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,221,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.08595222757741783
2604,32103,56,management,divorced,university.degree,no,no,no,cellular,may,fri,166,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,0.5217812092340585
2605,21701,52,unemployed,married,basic.4y,no,no,no,cellular,aug,tue,121,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.7884791333735152
2606,40472,35,admin.,married,university.degree,no,yes,no,cellular,aug,wed,765,2,6,3,success,-1.7,94.027,-38.3,0.903,4991.6,1,0.9425984356081718
2607,27990,29,admin.,single,university.degree,no,no,no,cellular,apr,wed,479,1,999,1,failure,-1.8,93.075,-47.1,1.498,5099.1,0,0.49728979211666346
2608,27377,53,admin.,married,university.degree,no,yes,no,telephone,nov,fri,366,8,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0.5937538583554435
2609,35580,39,entrepreneur,married,university.degree,no,yes,no,cellular,may,mon,98,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,0.2908599378104706
2610,31442,29,blue-collar,single,professional.course,no,yes,no,cellular,may,wed,87,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,0.1491595089201888
2611,18277,30,admin.,single,high.school,no,no,no,cellular,jul,wed,95,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.13187169072844107
2612,15369,31,technician,single,university.degree,no,yes,no,cellular,jul,fri,800,6,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.7323607758695577
2613,23712,32,admin.,single,university.degree,no,yes,no,cellular,aug,thu,59,9,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,0.7344694353499344
2614,14613,41,technician,married,university.degree,no,no,no,cellular,jul,tue,83,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.1793500166366352
2615,11887,35,admin.,married,university.degree,no,no,no,telephone,jun,fri,13,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.41356037977579185
2616,11459,34,management,married,university.degree,no,yes,no,telephone,jun,fri,280,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.5941443278915395
2617,572,51,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,162,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.12528194618614874
2618,29942,38,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,22,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.7853689498688659
2619,23197,47,admin.,divorced,university.degree,no,no,yes,cellular,aug,tue,264,19,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.619992203320239
2620,34118,27,admin.,married,high.school,no,yes,no,cellular,may,wed,308,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0.6152216915084545
2621,32007,39,technician,married,professional.course,no,no,yes,cellular,may,thu,831,4,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0.7012080919186323
2622,7109,59,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,105,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.9871830820663744
2623,29741,30,technician,single,university.degree,no,no,no,cellular,apr,mon,112,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.5623944559571782
2624,11640,28,blue-collar,married,basic.6y,no,yes,no,telephone,jun,fri,652,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.864416261698348
2625,33815,39,blue-collar,divorced,basic.6y,no,no,no,cellular,may,wed,101,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0.4187086750571659
2626,11437,49,management,married,university.degree,no,yes,no,telephone,jun,fri,41,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.6544693512274343
2627,40402,41,entrepreneur,married,university.degree,no,yes,no,cellular,aug,thu,324,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,1,0.9252611878587662
2628,30132,27,admin.,single,university.degree,no,no,no,cellular,apr,thu,523,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.6641508156440753
2629,40865,40,technician,married,professional.course,no,yes,no,telephone,oct,tue,10,1,999,0,nonexistent,-1.1,94.601,-49.5,0.956,4963.6,0,0.3030806759430662
2630,26912,32,services,married,basic.9y,no,yes,no,cellular,nov,thu,251,4,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.6199456938616299
2631,6345,50,admin.,married,high.school,no,yes,no,telephone,may,tue,20,19,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.35131832035819255
